FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CCA,CHO,CUA,CUT,FAC,FAR,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
2024-02-03,1,-99,0,1,-99,1,1,-99,0,1,1,2,1,-99,1,-99,1,3,1,-99,1,1,-99,0,1,-99,-99,1,1,1,-99,0,1,2
2024-02-03,2,-99,0,1,-99,1,0,-99,0,0,1,2,1,-99,1,-99,1,4,1,-99,1,1,-99,0,1,-99,-99,1,1,1,-99,1,1,1
2024-02-03,3,-99,0,1,-99,1,0,-99,0,0,1,1,1,-99,2,-99,1,4,1,-99,1,1,0,0,0,-99,-99,1,1,2,-99,1,1,1
2024-02-03,4,-99,0,1,-99,1,0,-99,0,0,1,1,1,-99,2,-99,1,3,1,-99,1,1,0,0,0,-99,-99,1,1,3,-99,2,1,1
2024-02-03,5,-99,0,1,-99,1,0,-99,0,0,1,1,1,-99,2,-99,1,3,2,-99,1,2,0,0,0,-99,-99,1,1,2,-99,3,1,1
2024-02-03,6,-99,0,1,-99,1,0,-99,0,0,1,1,1,-99,3,-99,1,4,2,-99,1,2,0,0,0,-99,-99,1,2,2,-99,2,0,2
2024-02-03,7,-99,0,1,-99,1,1,-99,0,0,1,1,2,-99,4,-99,1,5,2,-99,1,1,0,0,1,-99,-99,1,2,2,-99,1,0,3
2024-02-03,8,-99,0,2,-99,2,1,-99,0,0,1,1,2,-99,3,-99,2,7,3,-99,1,1,1,0,1,-99,-99,1,2,1,-99,1,0,3
2024-02-03,9,-99,0,1,-99,4,2,-99,0,0,1,1,2,-99,2,-99,1,7,4,-99,1,1,1,0,0,-99,-99,1,2,1,-99,1,0,2
2024-02-03,10,-99,0,1,-99,1,1,-99,0,0,1,1,2,-99,2,-99,1,4,2,-99,1,1,1,0,1,-99,-99,1,1,1,-99,0,0,2
2024-02-03,11,-99,0,1,-99,1,1,-99,0,0,1,1,1,-99,1,-99,1,3,1,-99,1,1,1,0,1,-99,-99,1,1,1,-99,0,0,1
2024-02-03,12,-99,0,1,-99,1,0,-99,0,0,1,1,1,-99,1,-99,1,2,1,-99,1,1,0,0,0,-99,-99,1,1,1,-99,0,0,1
2024-02-03,13,-99,0,1,-99,1,0,-99,0,1,2,1,1,-99,1,-99,1,-99,1,-99,1,1,0,0,1,-99,-99,1,2,1,-99,0,0,1
2024-02-03,14,-99,0,1,-99,1,0,-99,0,0,1,1,1,-99,1,-99,1,2,1,-99,1,1,1,0,1,-99,-99,1,2,3,-99,0,1,1
2024-02-03,15,-99,0,1,-99,1,0,-99,0,0,1,1,1,-99,1,-99,1,2,1,-99,1,1,-99,0,1,-99,-99,-99,2,6,-99,0,0,1
2024-02-03,16,-99,0,1,-99,-99,0,-99,0,0,1,1,1,-99,1,-99,1,2,1,-99,1,1,0,0,0,-99,-99,1,2,2,-99,0,0,1
2024-02-03,17,-99,0,1,-99,0,0,-99,0,0,1,1,1,-99,1,-99,1,-99,1,-99,1,1,0,0,0,-99,-99,1,1,1,-99,1,0,1
2024-02-03,18,-99,0,0,-99,1,0,-99,0,0,1,1,1,-99,1,-99,1,-99,1,-99,1,1,0,0,0,-99,-99,1,1,2,-99,1,0,1
2024-02-03,19,-99,0,0,-99,0,0,-99,0,0,1,1,1,-99,1,-99,1,-99,1,-99,1,1,0,0,1,-99,-99,1,1,1,-99,0,0,1
2024-02-03,20,-99,0,0,-99,0,0,-99,0,0,1,1,1,-99,1,-99,1,-99,1,-99,1,1,0,0,1,-99,-99,1,1,7,-99,0,0,1
2024-02-03,21,-99,0,1,-99,0,0,-99,0,0,1,1,1,-99,1,-99,2,-99,1,-99,1,1,0,0,1,-99,-99,1,1,1,-99,1,0,1
2024-02-03,22,-99,0,1,-99,1,0,-99,0,0,2,1,1,-99,1,-99,1,-99,1,-99,1,-99,0,0,1,-99,-99,1,2,2,-99,1,1,1
2024-02-03,23,-99,0,1,-99,1,0,-99,0,1,2,1,2,-99,1,-99,1,-99,1,-99,1,-99,1,0,1,-99,-99,1,2,2,-99,0,1,1
2024-02-03,24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2024-02-04,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2024-02-04,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2024-02-04,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2024-02-04,4,-99,-99,1,-99,2,0,-99,0,-99,2,1,1,-99,1,-99,2,-99,2,-99,1,-99,1,1,1,-99,-99,1,1,17,-99,1,2,4
2024-02-04,5,-99,-99,1,-99,2,0,-99,0,1,1,2,1,-99,1,-99,2,-99,2,-99,1,-99,0,0,1,-99,-99,1,2,8,-99,0,1,3
2024-02-04,6,-99,-99,2,-99,3,0,-99,0,1,1,1,1,-99,1,-99,1,-99,2,-99,1,-99,0,1,1,-99,-99,1,2,5,-99,1,1,3
2024-02-04,7,-99,-99,2,-99,3,0,-99,0,1,1,2,1,-99,1,-99,1,-99,2,-99,1,3,0,3,1,-99,-99,1,2,4,-99,2,1,4
2024-02-04,8,-99,-99,1,-99,2,0,-99,0,1,1,2,2,-99,1,-99,2,-99,2,-99,1,2,1,2,2,-99,-99,1,-99,3,-99,3,1,4
2024-02-04,9,-99,0,1,-99,2,1,-99,0,3,2,2,2,-99,1,-99,4,-99,2,-99,1,2,0,2,2,-99,-99,2,5,3,-99,3,3,4
2024-02-04,10,-99,0,2,-99,-99,1,-99,0,2,2,3,2,-99,1,-99,3,-99,2,-99,1,3,0,2,2,-99,-99,1,6,2,-99,1,2,3
2024-02-04,11,-99,0,2,-99,2,1,-99,0,2,3,2,2,-99,1,-99,2,-99,2,-99,1,2,1,1,2,-99,-99,1,5,1,-99,1,2,2
2024-02-04,12,-99,0,1,-99,2,1,-99,0,2,2,2,2,-99,2,-99,2,-99,2,-99,1,2,1,1,1,-99,-99,1,2,1,-99,1,1,2
2024-02-04,13,-99,0,1,-99,1,1,-99,1,1,1,2,2,-99,1,-99,2,-99,2,-99,1,2,1,1,2,-99,-99,1,2,1,-99,1,1,3
2024-02-04,14,-99,1,1,-99,1,1,-99,0,1,1,2,2,-99,1,-99,1,-99,2,-99,1,2,1,1,1,-99,-99,1,2,2,-99,2,1,2
2024-02-04,15,-99,1,1,-99,1,1,-99,0,1,1,2,1,-99,2,-99,1,-99,2,-99,2,2,1,1,-99,-99,-99,2,2,1,-99,2,1,1
2024-02-04,16,-99,1,1,-99,1,1,-99,0,0,1,2,1,-99,1,-99,0,-99,2,-99,2,2,1,2,1,-99,-99,2,2,2,-99,2,0,1
2024-02-04,17,-99,0,0,-99,0,1,-99,0,0,1,1,1,-99,1,-99,0,-99,1,-99,2,2,0,1,1,-99,-99,2,1,2,-99,1,0,1
2024-02-04,18,-99,0,1,-99,1,0,-99,0,1,1,1,1,-99,1,-99,0,-99,1,-99,1,1,0,1,1,-99,-99,2,1,1,-99,1,1,1
2024-02-04,19,-99,0,1,-99,1,0,-99,0,0,1,1,1,-99,1,-99,1,-99,1,-99,1,1,0,1,1,-99,-99,1,2,1,-99,1,1,1
2024-02-04,20,-99,0,1,-99,2,1,-99,0,1,1,1,1,-99,1,-99,0,-99,2,-99,1,2,0,1,1,-99,-99,1,1,1,-99,1,1,1
2024-02-04,21,-99,0,1,-99,1,0,-99,0,1,1,1,1,-99,1,-99,1,-99,1,-99,1,2,1,1,1,-99,-99,1,1,1,-99,1,1,1
2024-02-04,22,-99,0,1,-99,1,0,-99,0,1,1,1,2,-99,1,-99,1,-99,1,-99,1,3,0,2,1,-99,-99,1,1,1,-99,2,2,1
2024-02-04,23,-99,0,1,-99,2,0,-99,0,1,1,2,1,-99,2,-99,2,-99,2,-99,1,4,0,3,2,-99,-99,2,2,1,-99,2,2,1
2024-02-04,24,-99,0,1,-99,2,1,-99,0,1,1,2,1,-99,2,-99,3,-99,2,-99,1,4,0,4,2,-99,-99,1,2,5,-99,2,2,-99
2024-02-05,1,-99,0,1,-99,2,0,-99,0,1,1,2,1,-99,2,-99,1,-99,2,-99,1,4,0,3,2,-99,-99,1,2,2,-99,3,2,3
2024-02-05,2,-99,0,1,-99,1,0,-99,0,1,1,2,1,-99,3,-99,1,-99,2,-99,1,2,0,2,2,-99,-99,1,1,2,-99,4,1,3
2024-02-05,3,-99,0,1,-99,1,0,-99,0,1,1,2,2,-99,3,-99,1,-99,2,-99,1,2,0,1,2,-99,-99,2,1,2,-99,3,1,4
2024-02-05,4,-99,0,1,-99,1,0,-99,0,-99,1,3,1,-99,3,-99,2,-99,2,-99,2,3,0,2,3,-99,-99,2,1,1,-99,3,2,4
2024-02-05,5,-99,0,3,-99,1,0,-99,4,1,1,7,1,-99,3,-99,6,-99,2,-99,2,11,0,7,7,-99,-99,2,1,2,-99,4,1,6
2024-02-05,6,-99,8,12,-99,1,0,-99,39,2,7,14,4,-99,4,-99,5,-99,37,-99,2,15,2,12,6,-99,-99,2,2,2,-99,7,3,8
2024-02-05,7,-99,31,4,-99,9,3,-99,27,3,12,12,4,-99,7,-99,12,-99,32,-99,7,27,7,16,6,-99,-99,4,9,8,-99,10,2,8
2024-02-05,8,-99,20,1,-99,8,4,-99,14,1,9,11,10,-99,9,-99,14,-99,17,-99,50,19,4,16,7,-99,-99,5,7,10,-99,16,3,8
2024-02-05,9,-99,6,0,-99,7,5,-99,1,1,3,12,11,-99,12,-99,13,-99,8,-99,47,14,4,13,8,-99,-99,8,5,3,-99,16,4,-99
2024-02-05,10,-99,0,0,-99,3,5,-99,0,2,1,10,2,-99,7,-99,15,-99,2,-99,44,15,1,15,8,-99,-99,13,2,2,-99,10,4,14
2024-02-05,11,-99,0,0,-99,2,0,-99,0,1,0,30,1,-99,1,-99,4,-99,1,-99,3,23,0,11,47,-99,-99,5,2,1,-99,5,17,23
2024-02-05,12,-99,0,1,-99,1,1,-99,0,1,1,21,1,-99,2,-99,6,-99,2,-99,6,32,0,26,16,-99,-99,10,2,2,-99,14,13,9
2024-02-05,13,-99,0,1,-99,3,1,-99,0,11,1,12,3,-99,6,-99,17,-99,2,-99,9,11,1,15,8,-99,-99,13,6,19,-99,11,4,17
2024-02-05,14,-99,0,7,-99,14,1,-99,0,25,3,4,10,-99,12,-99,16,-99,4,-99,10,10,1,10,1,-99,-99,10,20,30,-99,11,3,7
2024-02-05,15,-99,-99,17,-99,20,5,-99,1,24,11,4,16,-99,14,-99,14,-99,10,-99,10,4,2,3,2,-99,-99,11,23,23,-99,10,4,-99
2024-02-05,16,-99,4,20,-99,18,11,-99,4,18,15,6,16,-99,13,-99,10,-99,16,-99,7,5,9,4,2,-99,-99,6,20,15,-99,9,1,6
2024-02-05,17,-99,9,17,-99,12,13,-99,10,14,16,2,13,-99,11,-99,6,-99,15,-99,5,3,12,2,1,-99,-99,6,15,12,-99,5,0,2
2024-02-05,18,-99,10,9,-99,6,10,-99,13,4,10,1,7,-99,3,-99,1,-99,11,-99,1,1,12,1,0,-99,-99,2,7,5,-99,1,0,1
2024-02-05,19,-99,8,3,-99,2,4,-99,8,1,5,1,2,-99,1,-99,0,-99,5,-99,1,1,6,0,1,-99,-99,1,4,1,-99,1,0,1
2024-02-05,20,-99,5,1,-99,0,2,-99,4,1,1,1,1,-99,1,-99,0,-99,3,-99,1,1,3,1,0,-99,-99,1,2,1,-99,1,0,1
2024-02-05,21,-99,3,1,-99,-99,1,-99,2,1,1,1,1,-99,1,-99,0,-99,2,-99,1,1,3,0,0,-99,-99,1,3,1,-99,0,0,1
2024-02-05,22,-99,1,1,-99,0,0,-99,1,1,1,1,1,-99,1,-99,0,-99,2,-99,1,1,2,0,0,-99,-99,1,7,1,-99,0,1,1
2024-02-05,23,-99,0,2,-99,1,0,-99,0,2,1,1,1,-99,1,-99,0,-99,2,-99,1,1,-99,1,0,-99,-99,1,2,1,-99,0,1,1
2024-02-05,24,-99,0,2,-99,1,0,-99,-99,3,1,1,1,-99,1,-99,-99,-99,-99,-99,1,1,-99,0,1,-99,-99,-99,2,-99,-99,1,-99,1
2024-02-06,1,-99,0,1,-99,1,0,-99,0,2,1,2,1,-99,1,-99,1,-99,2,-99,0,2,0,1,1,-99,-99,1,1,2,-99,1,1,-99
2024-02-06,2,-99,0,1,-99,0,0,-99,0,1,1,3,1,-99,1,-99,2,-99,2,-99,1,3,0,2,1,-99,-99,1,1,3,-99,0,2,-99
2024-02-06,3,-99,0,1,-99,0,0,-99,0,1,0,2,1,-99,1,-99,2,-99,2,-99,1,3,0,1,1,-99,-99,1,1,2,-99,1,1,-99
2024-02-06,4,-99,0,0,-99,1,0,-99,0,1,0,1,1,-99,2,-99,1,-99,2,-99,1,2,0,2,1,-99,-99,1,1,2,-99,1,2,-99
2024-02-06,5,-99,0,0,-99,1,0,-99,0,1,1,1,1,-99,2,-99,1,-99,4,-99,1,2,0,1,1,-99,-99,1,1,1,-99,3,2,-99
2024-02-06,6,-99,0,1,-99,2,0,-99,0,1,1,1,2,-99,3,-99,2,-99,2,-99,1,2,0,3,2,-99,-99,1,2,1,-99,2,3,-99
2024-02-06,7,-99,0,3,-99,5,1,-99,1,1,3,2,3,-99,3,-99,3,-99,3,-99,1,2,1,3,3,-99,-99,1,3,2,-99,3,3,-99
2024-02-06,8,-99,0,4,-99,5,2,-99,2,1,6,2,4,-99,5,-99,5,-99,5,-99,1,2,2,3,2,-99,-99,1,3,3,-99,4,3,-99
2024-02-06,9,-99,0,4,-99,5,4,-99,1,2,4,3,5,-99,4,-99,8,-99,5,-99,1,3,2,3,4,-99,-99,-99,7,4,-99,4,4,-99
2024-02-06,10,-99,0,9,-99,5,3,-99,0,2,4,3,5,-99,4,-99,8,-99,5,-99,1,4,1,3,3,-99,-99,1,33,7,-99,3,4,-99
2024-02-06,11,-99,0,5,-99,5,2,-99,0,3,3,3,4,-99,4,-99,7,-99,4,-99,1,3,1,3,3,-99,-99,1,24,5,-99,2,3,-99
2024-02-06,12,-99,0,2,-99,5,2,-99,0,2,2,3,2,-99,3,-99,3,-99,3,-99,1,2,2,2,1,-99,-99,1,-99,1,-99,2,1,-99
2024-02-06,13,-99,0,1,-99,4,1,-99,0,1,1,3,3,-99,1,-99,1,-99,3,-99,1,3,1,1,0,-99,-99,1,-99,1,-99,1,1,-99
2024-02-06,14,-99,0,1,-99,1,2,-99,1,2,1,2,2,-99,2,-99,0,-99,3,-99,1,2,1,2,0,-99,-99,1,-99,1,-99,2,1,-99
2024-02-06,15,-99,1,1,-99,1,2,-99,1,2,1,2,1,-99,1,-99,1,-99,3,-99,2,2,2,1,0,-99,-99,1,-99,1,-99,1,0,-99
2024-02-06,16,-99,1,2,-99,1,1,-99,1,2,2,1,2,-99,1,-99,0,-99,3,-99,2,2,1,1,0,-99,-99,-99,-99,1,-99,1,1,-99
2024-02-06,17,-99,0,5,-99,1,1,-99,1,7,1,1,2,-99,1,-99,1,-99,3,-99,1,1,1,1,0,-99,-99,1,-99,2,-99,1,1,-99
2024-02-06,18,-99,1,8,-99,2,1,-99,1,4,4,2,3,-99,1,-99,2,-99,3,-99,1,2,1,1,1,-99,-99,1,-99,2,-99,1,2,-99
2024-02-06,19,-99,1,9,-99,3,2,-99,5,3,8,3,3,-99,3,-99,2,-99,5,-99,1,2,2,1,1,-99,-99,1,-99,3,-99,2,1,-99
2024-02-06,20,-99,6,15,-99,3,7,-99,25,1,34,2,3,-99,3,-99,1,-99,16,-99,1,2,12,1,0,-99,-99,1,-99,1,-99,3,1,-99
2024-02-06,21,-99,24,48,-99,1,26,-99,29,1,52,1,3,-99,2,-99,1,-99,39,-99,2,1,24,1,0,-99,-99,1,-99,1,-99,2,0,-99
2024-02-06,22,-99,18,45,-99,11,25,-99,30,23,39,2,23,-99,4,-99,2,-99,34,-99,7,2,18,1,0,-99,-99,2,-99,2,-99,2,1,-99
2024-02-06,23,-99,11,36,-99,24,10,-99,21,52,28,2,25,-99,15,-99,2,-99,27,-99,14,2,7,1,0,-99,-99,1,-99,2,-99,8,5,-99
2024-02-06,24,-99,17,25,-99,24,6,-99,15,33,22,2,19,-99,13,-99,2,-99,19,-99,9,2,5,1,3,-99,-99,1,-99,25,-99,5,33,-99
2024-02-07,1,-99,17,14,-99,18,4,-99,13,27,15,10,22,-99,18,-99,2,-99,15,-99,9,9,4,4,18,-99,-99,8,-99,33,-99,3,25,-99
2024-02-07,2,-99,14,10,-99,15,3,-99,8,11,11,13,27,-99,9,-99,2,-99,11,-99,9,20,3,12,15,-99,-99,4,-99,30,-99,13,19,-99
2024-02-07,3,-99,12,8,-99,7,3,-99,4,4,7,6,21,-99,23,-99,7,-99,7,-99,7,18,2,12,6,-99,-99,6,-99,28,-99,24,13,-99
2024-02-07,4,-99,8,6,-99,5,2,-99,1,4,4,4,21,-99,22,-99,8,-99,5,-99,5,14,3,17,11,-99,-99,6,-99,24,-99,24,16,-99
2024-02-07,5,-99,9,4,-99,5,1,-99,2,2,3,2,17,-99,17,-99,7,-99,5,-99,6,15,2,13,5,-99,-99,5,-99,20,-99,24,9,-99
2024-02-07,6,-99,8,4,-99,6,2,-99,5,1,3,2,16,-99,19,-99,7,-99,8,-99,4,15,1,20,2,-99,-99,7,-99,20,-99,15,6,-99
2024-02-07,7,-99,8,4,-99,9,3,-99,5,1,5,3,18,-99,16,-99,7,-99,13,-99,3,7,2,21,3,-99,-99,6,-99,14,-99,11,7,-99
2024-02-07,8,-99,9,6,-99,8,4,-99,3,2,6,3,22,-99,7,-99,7,-99,12,-99,4,5,2,10,3,-99,-99,11,-99,15,-99,13,8,-99
2024-02-07,9,-99,10,10,-99,12,9,-99,4,3,6,4,24,-99,16,-99,16,-99,21,-99,4,7,6,16,3,-99,-99,6,-99,14,-99,8,9,-99
2024-02-07,10,-99,14,32,-99,37,16,-99,5,11,17,17,21,-99,17,-99,24,-99,29,23,8,12,22,13,9,-99,-99,7,-99,17,-99,13,14,-99
2024-02-07,11,-99,13,25,-99,33,19,-99,7,23,-99,29,20,-99,18,-99,28,-99,23,30,7,19,19,16,30,-99,-99,15,-99,26,-99,19,23,-99
2024-02-07,12,-99,8,20,-99,20,15,-99,-99,18,-99,27,15,-99,16,-99,28,-99,16,21,7,14,13,15,24,-99,-99,12,-99,22,-99,14,17,-99
2024-02-07,13,-99,6,11,-99,11,9,-99,-99,10,-99,14,9,-99,9,-99,23,-99,10,11,5,9,8,6,11,-99,-99,7,-99,9,-99,8,9,-99
2024-02-07,14,-99,4,4,-99,4,4,-99,-99,4,-99,9,6,-99,5,-99,16,-99,5,6,4,9,4,6,7,-99,-99,5,-99,-99,-99,5,5,-99
2024-02-07,15,-99,3,3,-99,4,3,-99,-99,3,-99,7,5,-99,4,-99,11,-99,4,5,4,6,3,5,4,-99,-99,-99,-99,5,-99,4,5,-99
2024-02-07,16,-99,3,4,-99,4,3,-99,-99,4,4,5,5,-99,4,-99,7,-99,5,4,3,5,3,5,3,-99,-99,-99,-99,6,-99,3,6,-99
2024-02-07,17,-99,1,5,-99,4,3,-99,3,4,5,5,4,-99,3,-99,5,-99,5,2,2,4,3,2,3,-99,-99,-99,-99,6,-99,3,6,-99
2024-02-07,18,-99,1,6,-99,3,1,-99,2,4,5,3,3,-99,2,-99,3,-99,4,1,2,2,2,2,1,-99,-99,2,-99,5,-99,2,5,-99
2024-02-07,19,-99,1,4,-99,2,1,-99,1,3,3,2,2,-99,1,-99,2,-99,3,1,1,2,1,1,1,-99,-99,2,-99,3,-99,1,2,-99
2024-02-07,20,-99,1,3,-99,1,1,-99,1,7,2,2,2,-99,2,-99,1,-99,2,1,1,2,2,1,1,-99,-99,2,-99,2,-99,2,2,-99
2024-02-07,21,-99,1,4,-99,2,1,-99,1,7,2,2,2,-99,2,-99,2,-99,2,1,1,2,1,1,1,-99,-99,2,-99,2,-99,2,1,-99
2024-02-07,22,-99,4,4,-99,3,2,-99,1,7,4,2,2,-99,3,-99,2,-99,3,1,1,3,1,1,0,-99,-99,2,-99,11,-99,2,1,-99
2024-02-07,23,-99,4,4,-99,2,2,-99,2,3,3,2,2,-99,3,-99,2,-99,3,1,1,2,1,2,1,-99,-99,2,-99,10,-99,2,2,-99
2024-02-07,24,-99,11,5,-99,3,3,-99,11,4,3,3,2,-99,2,-99,2,-99,4,1,2,3,5,2,1,-99,-99,2,-99,5,-99,1,5,-99
2024-02-08,1,-99,17,6,-99,4,7,-99,20,6,4,3,2,-99,2,-99,2,2,5,1,6,3,12,2,1,-99,-99,2,-99,5,-99,2,4,-99
2024-02-08,2,-99,10,6,-99,6,5,-99,11,4,6,3,3,-99,3,-99,3,4,8,1,7,3,9,1,0,-99,-99,2,-99,5,-99,2,3,-99
2024-02-08,3,-99,6,5,-99,6,4,-99,8,3,5,2,3,-99,3,-99,3,5,8,0,5,3,6,1,1,-99,-99,2,-99,6,-99,2,3,-99
2024-02-08,4,-99,4,5,-99,5,2,-99,5,5,4,2,3,-99,2,-99,3,4,6,0,6,3,4,2,0,-99,-99,3,-99,5,-99,2,3,-99
2024-02-08,5,-99,3,5,-99,4,2,-99,2,4,4,3,3,-99,2,-99,2,5,6,0,2,3,3,2,1,-99,-99,2,-99,4,-99,3,3,-99
2024-02-08,6,-99,2,4,-99,4,2,-99,2,3,3,2,4,-99,3,-99,3,7,5,1,2,4,2,2,2,-99,-99,3,-99,4,-99,3,3,-99
2024-02-08,7,-99,2,4,-99,5,2,-99,2,2,4,2,3,-99,3,-99,5,7,5,2,2,6,2,3,1,-99,-99,3,-99,6,-99,4,4,-99
2024-02-08,8,-99,1,6,-99,8,4,-99,2,2,7,3,3,-99,4,-99,6,8,5,6,2,9,2,4,2,-99,-99,-99,-99,9,-99,4,7,-99
2024-02-08,9,-99,2,6,-99,7,6,-99,2,3,6,4,4,-99,3,-99,8,9,5,4,2,8,3,7,2,-99,-99,2,-99,8,-99,4,8,-99
2024-02-08,10,-99,2,12,-99,5,4,-99,2,5,14,3,4,-99,3,-99,6,7,5,3,3,6,4,5,3,-99,-99,3,-99,9,-99,4,6,-99
2024-02-08,11,-99,3,-99,-99,5,4,-99,2,-99,8,4,5,-99,5,-99,5,6,5,2,3,5,-99,5,2,-99,-99,4,-99,6,-99,5,5,-99
2024-02-08,12,-99,2,-99,-99,5,3,-99,3,-99,6,5,5,-99,5,-99,5,6,5,2,3,-99,-99,4,2,-99,-99,4,-99,5,-99,5,6,-99
2024-02-08,13,-99,2,-99,-99,3,3,-99,2,5,4,5,4,-99,4,-99,3,5,5,2,3,-99,-99,3,2,-99,-99,3,-99,5,-99,4,3,-99
2024-02-08,14,-99,2,-99,-99,3,4,-99,2,5,4,3,4,-99,3,-99,2,5,4,2,3,-99,-99,3,2,-99,-99,3,-99,4,-99,4,2,-99
2024-02-08,15,-99,3,-99,-99,3,3,-99,2,4,4,3,4,-99,3,-99,3,4,4,2,2,-99,-99,2,2,-99,-99,3,-99,3,-99,3,2,-99
2024-02-08,16,-99,2,3,-99,2,2,-99,3,3,3,3,3,-99,2,-99,2,3,4,2,2,-99,-99,2,1,-99,-99,3,-99,3,-99,2,2,-99
2024-02-08,17,-99,2,3,-99,2,2,-99,1,3,3,3,3,-99,3,-99,2,4,3,2,2,-99,-99,2,1,-99,-99,3,-99,3,-99,3,2,-99
2024-02-08,18,-99,1,3,-99,2,3,-99,1,2,2,3,3,-99,3,-99,2,4,3,1,2,3,-99,3,1,-99,-99,2,-99,2,-99,3,2,-99
2024-02-08,19,-99,3,2,-99,2,2,-99,1,2,2,2,3,-99,2,-99,3,4,3,2,2,3,-99,2,1,-99,-99,2,-99,2,-99,-99,2,-99
2024-02-08,20,-99,2,2,-99,2,2,-99,1,2,2,2,2,-99,1,-99,2,3,3,1,2,2,-99,1,0,-99,-99,2,-99,3,-99,2,2,-99
2024-02-08,21,-99,1,2,-99,2,1,-99,1,2,2,2,1,-99,1,-99,1,3,3,1,2,3,-99,2,1,-99,-99,2,-99,2,-99,2,2,-99
2024-02-08,22,-99,1,2,-99,3,4,-99,1,15,2,3,2,-99,2,-99,1,3,2,1,1,-99,-99,2,1,-99,-99,2,-99,6,-99,2,20,-99
2024-02-08,23,-99,1,2,-99,5,2,-99,1,12,3,3,2,-99,2,-99,3,4,2,1,1,3,-99,2,2,-99,-99,2,-99,6,-99,2,72,-99
2024-02-08,24,-99,2,5,-99,5,2,-99,1,27,2,3,3,-99,2,-99,7,4,3,1,2,3,-99,1,3,-99,-99,2,-99,11,-99,2,87,-99
2024-02-09,1,-99,1,13,-99,3,1,-99,1,14,2,3,2,-99,2,-99,13,4,3,1,2,3,-99,2,4,-99,-99,2,-99,94,-99,2,30,-99
2024-02-09,2,-99,1,19,-99,2,2,-99,2,22,3,3,2,-99,2,-99,10,5,4,1,2,3,-99,2,14,-99,-99,2,-99,81,-99,2,15,-99
2024-02-09,3,-99,2,6,-99,2,1,-99,3,5,4,2,2,-99,2,-99,5,4,4,0,4,3,-99,1,5,-99,-99,2,-99,34,-99,2,20,-99
2024-02-09,4,-99,5,4,-99,3,1,-99,7,2,3,2,2,-99,2,-99,4,5,4,1,8,4,-99,2,1,-99,-99,2,-99,36,-99,2,15,-99
2024-02-09,5,-99,11,3,-99,-99,1,-99,9,2,2,2,2,-99,2,-99,4,5,4,1,6,4,-99,4,1,-99,-99,2,-99,23,-99,2,9,-99
2024-02-09,6,-99,13,4,-99,3,1,-99,10,2,2,3,2,-99,-99,-99,4,5,6,3,6,4,-99,4,2,-99,-99,2,-99,13,-99,2,11,-99
2024-02-09,7,-99,13,6,-99,4,2,-99,12,2,4,3,3,-99,2,-99,5,5,6,6,5,6,-99,5,4,-99,-99,2,-99,10,-99,2,9,-99
2024-02-09,8,-99,9,7,-99,8,3,-99,7,2,7,4,4,-99,4,-99,7,6,6,7,3,6,-99,7,5,-99,-99,3,-99,10,-99,4,10,-99
2024-02-09,9,-99,6,8,-99,7,8,-99,7,5,9,7,4,-99,5,-99,10,7,9,5,4,7,-99,6,7,-99,-99,3,-99,11,-99,5,16,-99
2024-02-09,10,-99,5,11,-99,7,5,-99,6,9,8,6,6,-99,6,-99,11,7,8,4,5,6,-99,6,5,-99,-99,3,-99,12,-99,5,14,-99
2024-02-09,11,-99,-99,12,-99,8,7,-99,4,12,10,7,-99,-99,6,-99,8,9,8,4,4,6,-99,5,5,-99,-99,5,-99,-99,-99,6,12,-99
2024-02-09,12,-99,-99,8,-99,5,4,-99,3,7,4,5,-99,-99,5,-99,5,7,5,3,3,5,-99,4,3,-99,-99,4,-99,-99,-99,4,7,-99
2024-02-09,13,-99,-99,7,-99,3,3,-99,3,6,4,4,-99,-99,3,-99,3,5,4,2,3,4,-99,3,2,-99,-99,3,-99,-99,-99,4,4,-99
2024-02-09,14,-99,-99,5,-99,3,2,-99,2,5,4,3,-99,-99,3,-99,2,4,3,2,2,3,-99,2,1,-99,-99,2,-99,-99,-99,3,-99,-99
2024-02-09,15,-99,-99,3,-99,2,2,-99,1,5,3,3,-99,-99,2,-99,2,4,3,1,1,3,-99,1,1,-99,-99,-99,-99,-99,-99,2,-99,-99
