FECHA,HORA,ACO,AJM,AJU,ATI,BJU,CAM,CCA,CHO,COY,CUA,CUT,FAC,FAR,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
2024-04-12,23,-99,2,-99,0,-99,3,0,-99,-99,0,5,0,-99,1,-99,2,-99,-99,5,2,0,-99,-99,1,2,3,-99,-99,2,5,1,1,4,1,-99
2024-04-12,24,-99,1,-99,0,-99,4,0,-99,-99,0,2,0,-99,1,-99,1,-99,-99,4,2,0,-99,-99,1,2,2,-99,-99,3,3,1,0,4,1,-99
2024-04-13,1,-99,1,-99,0,-99,3,0,-99,-99,0,1,0,-99,1,-99,1,-99,-99,5,6,0,-99,-99,0,2,1,-99,-99,1,2,1,0,6,1,-99
2024-04-13,2,-99,1,-99,0,-99,2,0,-99,-99,0,1,2,-99,1,-99,1,-99,-99,6,3,0,-99,-99,-99,2,1,-99,-99,1,2,1,0,2,1,-99
2024-04-13,3,-99,1,-99,0,-99,6,0,-99,-99,0,0,2,-99,1,-99,1,-99,-99,2,4,1,-99,-99,-99,1,1,-99,-99,1,2,0,1,1,1,-99
2024-04-13,4,-99,1,-99,0,-99,6,0,-99,-99,0,2,4,-99,3,-99,2,-99,-99,12,15,9,-99,-99,-99,1,1,-99,-99,1,2,1,1,1,1,-99
2024-04-13,5,-99,1,-99,0,-99,3,1,-99,-99,0,6,5,-99,4,-99,1,-99,-99,11,20,40,-99,-99,1,1,5,-99,-99,1,-99,1,8,0,1,-99
2024-04-13,6,-99,1,-99,7,-99,14,1,-99,-99,0,17,10,-99,8,-99,3,-99,-99,28,15,47,-99,-99,1,11,12,-99,-99,2,29,2,7,1,2,-99
2024-04-13,7,-99,1,-99,23,-99,36,3,-99,-99,3,54,36,-99,8,-99,5,-99,-99,26,27,42,-99,-99,3,25,37,-99,-99,26,69,12,4,10,6,-99
2024-04-13,8,-99,7,-99,55,-99,38,14,-99,-99,16,46,48,-99,29,-99,13,-99,-99,47,33,60,-99,-99,8,50,45,-99,-99,18,79,25,58,17,21,-99
2024-04-13,9,-99,8,-99,16,-99,31,10,-99,-99,23,39,47,-99,26,-99,10,-99,-99,36,20,18,-99,-99,7,10,17,-99,-99,12,63,24,13,10,18,-99
2024-04-13,10,-99,9,-99,11,-99,20,12,-99,-99,10,18,24,-99,16,-99,9,-99,-99,23,15,6,-99,-99,6,11,11,-99,-99,8,39,15,6,7,11,-99
2024-04-13,11,-99,6,-99,8,-99,10,6,-99,-99,6,9,11,-99,7,-99,5,-99,-99,15,8,2,-99,-99,4,5,6,-99,-99,4,27,7,3,7,4,-99
2024-04-13,12,-99,2,-99,3,-99,5,3,-99,-99,2,3,7,-99,10,-99,3,-99,-99,5,3,1,-99,-99,1,3,4,-99,-99,2,14,3,1,4,2,-99
2024-04-13,13,-99,2,-99,0,-99,2,2,-99,-99,1,1,4,-99,2,-99,1,-99,-99,2,2,0,-99,-99,1,2,2,-99,-99,2,8,0,1,2,1,-99
2024-04-13,14,-99,1,-99,0,-99,1,1,-99,-99,1,1,1,-99,1,-99,0,-99,-99,3,1,0,-99,-99,0,1,1,-99,-99,1,8,0,0,1,1,-99
2024-04-13,15,-99,1,-99,0,-99,2,0,-99,-99,0,1,1,-99,1,-99,0,-99,-99,2,0,0,-99,-99,0,1,1,-99,-99,1,5,0,0,1,-99,-99
2024-04-13,16,-99,1,-99,0,-99,1,1,-99,-99,-99,2,2,-99,2,-99,0,-99,-99,2,0,0,-99,-99,0,-99,1,-99,-99,1,6,0,0,0,1,-99
2024-04-13,17,-99,1,-99,1,-99,1,0,-99,-99,0,2,2,-99,2,-99,0,-99,-99,3,1,0,-99,-99,0,1,-99,-99,-99,1,5,0,0,1,1,-99
2024-04-13,18,-99,1,-99,0,-99,2,0,-99,-99,0,2,2,-99,1,-99,1,-99,-99,5,1,0,-99,-99,0,1,2,-99,-99,1,5,1,0,1,1,-99
2024-04-13,19,-99,1,-99,0,-99,2,0,-99,-99,0,1,2,-99,0,-99,1,-99,-99,2,1,0,-99,-99,0,1,2,-99,-99,1,6,0,0,0,1,-99
2024-04-13,20,-99,1,-99,0,-99,3,0,-99,-99,0,2,1,-99,0,-99,1,-99,-99,4,1,0,-99,-99,0,1,2,-99,-99,1,4,1,0,0,1,-99
2024-04-13,21,-99,1,-99,0,-99,3,0,-99,-99,0,2,1,-99,0,-99,1,-99,-99,4,1,0,-99,-99,0,2,2,-99,-99,1,3,1,0,0,1,-99
2024-04-13,22,-99,1,-99,0,-99,1,0,-99,-99,0,3,1,-99,0,-99,0,-99,-99,3,1,0,-99,-99,1,2,2,-99,-99,1,4,1,0,1,1,-99
2024-04-13,23,-99,1,-99,0,-99,1,0,-99,-99,0,2,0,-99,0,-99,0,-99,-99,2,1,0,-99,-99,1,1,2,-99,-99,2,4,1,0,3,1,-99
2024-04-13,24,-99,0,-99,0,-99,1,0,-99,-99,0,0,0,-99,0,-99,0,-99,-99,2,2,0,-99,-99,1,3,1,-99,-99,1,3,1,0,1,1,-99
2024-04-14,1,-99,1,-99,0,-99,1,0,-99,-99,0,0,0,-99,0,-99,0,-99,-99,2,1,0,-99,-99,1,2,1,-99,-99,1,2,1,0,1,1,-99
2024-04-14,2,-99,0,-99,0,-99,1,1,-99,-99,4,0,1,-99,0,-99,0,-99,-99,3,2,4,-99,-99,-99,2,1,-99,-99,1,2,1,4,1,1,-99
2024-04-14,3,-99,0,-99,0,-99,1,1,-99,-99,0,0,2,-99,1,-99,1,-99,-99,3,13,36,-99,-99,0,1,1,-99,-99,1,2,2,2,1,1,-99
2024-04-14,4,-99,0,-99,0,-99,2,1,-99,-99,0,1,3,-99,1,-99,5,-99,-99,5,6,32,-99,-99,0,1,1,-99,-99,2,3,1,1,0,1,-99
2024-04-14,5,-99,0,-99,0,-99,2,1,-99,-99,0,0,2,-99,4,-99,1,-99,-99,10,9,28,-99,-99,0,1,3,-99,-99,1,3,1,1,0,1,-99
2024-04-14,6,-99,0,-99,1,-99,9,1,-99,-99,0,0,6,-99,4,-99,3,-99,-99,24,15,32,-99,-99,-99,2,10,-99,-99,2,3,2,1,1,2,-99
2024-04-14,7,-99,1,-99,17,-99,14,2,-99,-99,10,1,7,-99,23,-99,10,-99,-99,40,12,-99,-99,-99,1,14,19,-99,-99,2,13,3,5,5,7,-99
2024-04-14,8,-99,7,-99,9,-99,29,13,-99,-99,9,4,14,-99,29,-99,14,-99,-99,42,25,57,-99,-99,4,23,27,-99,-99,30,27,19,23,9,16,-99
2024-04-14,9,-99,9,-99,8,-99,21,12,-99,-99,10,11,26,-99,21,-99,13,-99,-99,25,18,9,-99,-99,6,13,21,-99,-99,5,22,15,10,9,13,-99
2024-04-14,10,-99,6,-99,3,-99,9,6,-99,-99,5,17,13,-99,10,-99,7,-99,-99,15,11,2,-99,-99,4,8,13,-99,-99,5,21,10,3,6,-99,-99
2024-04-14,11,-99,3,-99,3,-99,4,4,-99,-99,1,7,4,-99,7,-99,3,-99,-99,8,5,1,-99,-99,2,4,5,-99,-99,2,17,4,1,3,4,-99
2024-04-14,12,-99,1,-99,1,-99,3,2,-99,-99,1,2,3,-99,3,-99,2,-99,-99,3,2,0,-99,-99,-99,2,3,-99,-99,2,10,1,1,3,1,-99
2024-04-14,13,-99,1,-99,0,-99,1,1,-99,-99,0,2,1,-99,2,-99,0,-99,-99,1,2,0,-99,-99,0,2,2,-99,-99,2,6,0,1,1,1,-99
2024-04-14,14,-99,1,-99,0,-99,1,1,-99,-99,0,1,1,-99,1,-99,0,-99,-99,1,0,0,-99,-99,0,2,1,-99,-99,1,4,0,0,1,1,-99
2024-04-14,15,-99,1,-99,0,-99,1,0,-99,-99,0,1,1,-99,1,-99,0,-99,-99,0,0,0,-99,-99,0,1,1,-99,-99,1,3,0,0,0,1,-99
2024-04-14,16,-99,1,-99,0,-99,0,1,-99,-99,0,1,0,-99,1,-99,0,-99,-99,0,0,0,-99,-99,0,1,1,-99,-99,1,4,0,0,0,1,-99
2024-04-14,17,-99,0,-99,0,-99,1,0,-99,-99,0,1,1,-99,0,-99,0,-99,-99,1,0,0,-99,-99,0,1,1,-99,-99,1,5,0,0,0,1,-99
2024-04-14,18,-99,0,-99,0,-99,1,0,-99,-99,0,2,1,-99,1,-99,0,-99,-99,0,0,0,-99,-99,0,1,1,-99,-99,1,3,0,0,0,1,-99
2024-04-14,19,-99,0,-99,0,-99,1,0,-99,-99,0,2,2,-99,0,-99,1,-99,-99,2,1,0,-99,-99,0,1,2,-99,-99,-99,4,0,0,0,0,-99
2024-04-14,20,-99,1,-99,0,-99,2,0,-99,-99,0,3,3,-99,0,-99,1,-99,-99,5,1,0,-99,-99,0,0,3,-99,-99,0,8,1,0,0,1,-99
2024-04-14,21,-99,1,-99,0,-99,6,0,-99,-99,0,4,2,-99,1,-99,1,-99,-99,9,1,0,-99,-99,1,0,3,-99,-99,1,5,1,2,0,1,-99
2024-04-14,22,-99,1,-99,0,-99,2,0,-99,-99,0,3,0,-99,1,-99,8,-99,-99,1,1,1,-99,-99,1,1,2,-99,-99,1,4,1,11,0,1,-99
2024-04-14,23,-99,0,-99,0,-99,1,0,-99,-99,0,-99,1,-99,1,-99,2,-99,-99,3,1,0,-99,-99,1,5,2,-99,-99,1,3,1,3,3,1,-99
2024-04-14,24,-99,0,-99,0,-99,1,1,-99,-99,0,0,6,-99,1,-99,2,-99,-99,2,9,31,-99,-99,1,5,5,-99,-99,1,3,1,9,3,1,-99
2024-04-15,1,-99,1,-99,0,-99,7,1,-99,-99,1,0,6,-99,5,-99,13,-99,-99,12,13,33,-99,-99,1,3,3,-99,-99,1,2,3,0,1,1,-99
2024-04-15,2,-99,0,-99,0,-99,9,1,-99,-99,0,0,2,-99,3,-99,5,-99,-99,26,13,0,-99,-99,0,1,4,-99,-99,1,2,1,0,0,1,-99
2024-04-15,3,-99,0,-99,0,-99,33,0,-99,-99,0,0,0,-99,8,-99,4,-99,-99,11,33,0,-99,-99,0,1,7,-99,-99,1,2,1,1,0,1,-99
2024-04-15,4,-99,0,-99,0,-99,39,0,-99,-99,0,0,1,-99,5,-99,2,-99,-99,13,43,0,-99,-99,0,0,7,-99,-99,1,2,3,0,0,2,-99
2024-04-15,5,-99,0,-99,1,-99,8,0,-99,-99,0,0,1,-99,2,-99,0,-99,-99,2,79,0,-99,-99,0,1,3,-99,-99,1,2,9,0,0,12,-99
2024-04-15,6,-99,0,-99,7,-99,44,2,-99,-99,8,0,14,-99,2,-99,4,-99,-99,38,149,0,-99,-99,1,1,37,-99,-99,1,17,22,2,2,17,-99
2024-04-15,7,-99,1,-99,44,-99,85,30,-99,-99,35,2,103,-99,10,-99,14,-99,-99,38,114,4,-99,-99,4,5,62,-99,-99,40,95,49,5,20,56,-99
2024-04-15,8,-99,14,-99,49,-99,73,46,-99,-99,41,15,57,-99,16,-99,32,-99,-99,44,82,8,-99,-99,45,17,28,-99,-99,30,148,78,15,34,57,-99
2024-04-15,9,-99,9,-99,33,-99,45,15,-99,-99,28,10,48,-99,19,-99,17,-99,-99,60,27,4,-99,-99,29,30,13,-99,-99,14,76,55,9,39,16,-99
2024-04-15,10,-99,12,-99,20,-99,14,9,-99,-99,23,12,27,-99,14,-99,9,-99,-99,25,17,2,-99,-99,-99,11,5,-99,-99,3,60,18,4,16,8,-99
2024-04-15,11,-99,4,-99,3,-99,6,4,-99,-99,13,13,12,-99,6,-99,3,-99,-99,12,8,0,-99,-99,3,10,2,-99,-99,2,-99,6,1,3,5,-99
2024-04-15,12,-99,1,-99,2,-99,5,1,-99,-99,2,5,4,-99,4,-99,1,-99,-99,4,3,-99,-99,-99,-99,4,2,-99,-99,-99,-99,2,1,3,2,-99
2024-04-15,13,-99,1,-99,1,-99,2,1,-99,-99,1,2,3,-99,3,-99,1,-99,-99,2,1,-99,-99,-99,-99,4,2,-99,-99,1,-99,1,0,2,1,-99
2024-04-15,14,-99,1,-99,0,-99,1,1,-99,-99,0,1,3,-99,1,-99,0,-99,-99,-99,1,-99,-99,-99,-99,-99,1,-99,-99,1,-99,0,0,1,1,-99
2024-04-15,15,-99,-99,-99,0,-99,1,1,-99,-99,0,1,3,-99,2,-99,0,-99,-99,1,1,-99,-99,-99,0,1,1,-99,-99,2,-99,0,0,0,1,-99
2024-04-15,16,-99,-99,-99,0,-99,1,1,-99,-99,0,1,5,-99,1,-99,0,-99,-99,0,1,-99,-99,-99,0,2,1,-99,-99,1,-99,0,0,0,1,-99
2024-04-15,17,-99,-99,-99,0,-99,1,0,-99,-99,0,0,3,-99,1,-99,1,-99,-99,2,2,-99,-99,-99,0,1,1,-99,-99,1,-99,0,0,0,1,-99
2024-04-15,18,-99,-99,-99,0,-99,1,0,-99,-99,0,0,3,-99,1,-99,1,-99,-99,3,1,-99,-99,-99,0,1,2,-99,-99,1,-99,0,0,0,2,-99
2024-04-15,19,-99,-99,-99,0,-99,1,0,-99,-99,0,1,2,-99,1,-99,1,-99,-99,1,1,-99,-99,-99,1,1,1,-99,-99,1,-99,1,0,0,4,-99
2024-04-15,20,-99,-99,-99,0,-99,3,0,-99,-99,0,0,16,-99,1,-99,1,-99,-99,1,3,-99,-99,-99,2,2,1,-99,-99,1,-99,1,0,0,1,-99
2024-04-15,21,-99,-99,-99,0,-99,3,1,-99,-99,0,1,13,-99,1,-99,2,-99,-99,3,1,-99,-99,-99,2,3,1,-99,-99,1,-99,2,1,1,1,-99
2024-04-15,22,-99,-99,-99,0,-99,3,1,-99,-99,0,1,0,-99,1,-99,1,-99,-99,7,1,-99,-99,-99,2,3,1,-99,-99,2,-99,1,7,5,1,-99
2024-04-15,23,-99,-99,-99,0,-99,3,0,-99,-99,0,0,5,-99,1,-99,1,-99,-99,3,2,-99,-99,-99,1,3,12,-99,-99,2,-99,2,18,1,1,-99
2024-04-15,24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2024-04-16,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2024-04-16,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2024-04-16,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2024-04-16,4,-99,-99,-99,1,-99,2,1,2,-99,0,1,1,-99,1,-99,0,-99,-99,4,3,-99,-99,-99,1,-99,2,-99,-99,1,20,15,0,0,-99,-99
2024-04-16,5,-99,-99,-99,0,-99,2,1,2,-99,0,0,2,-99,1,-99,0,-99,-99,5,3,-99,-99,-99,1,-99,20,-99,-99,1,21,15,0,0,-99,-99
2024-04-16,6,-99,-99,-99,24,-99,69,3,26,-99,0,1,18,-99,1,-99,3,-99,-99,19,30,-99,-99,-99,7,-99,40,-99,-99,3,41,25,1,2,-99,-99
2024-04-16,7,-99,1,-99,15,-99,87,23,57,-99,2,3,98,-99,10,-99,24,-99,-99,42,42,-99,-99,-99,32,-99,123,-99,-99,4,83,50,11,53,-99,-99
2024-04-16,8,-99,11,-99,5,-99,100,49,143,-99,4,11,123,-99,43,-99,51,-99,-99,-99,34,-99,-99,-99,25,-99,138,-99,-99,29,166,82,16,98,-99,-99
2024-04-16,9,-99,5,-99,7,-99,30,18,42,-99,6,33,50,-99,26,-99,23,-99,-99,66,19,-99,-99,-99,22,-99,50,-99,-99,18,86,36,12,26,48,-99
2024-04-16,10,-99,9,-99,5,-99,22,10,-99,-99,4,17,38,-99,25,-99,14,-99,-99,25,14,-99,-99,-99,14,-99,13,-99,-99,6,45,11,8,17,10,-99
2024-04-16,11,-99,7,-99,6,-99,9,7,3,-99,4,5,14,-99,14,-99,6,-99,-99,12,8,-99,-99,-99,5,-99,6,-99,-99,5,16,2,4,7,3,-99
2024-04-16,12,-99,3,-99,2,-99,3,5,1,-99,3,3,8,-99,7,-99,3,-99,-99,6,5,-99,-99,-99,2,-99,3,-99,-99,2,9,1,2,3,2,-99
2024-04-16,13,-99,2,-99,1,-99,2,2,3,-99,2,2,3,-99,3,-99,1,-99,-99,4,2,-99,-99,-99,1,-99,2,-99,-99,1,4,1,1,2,2,-99
2024-04-16,14,-99,1,-99,1,-99,2,1,4,-99,0,1,5,-99,3,-99,0,-99,-99,3,1,-99,-99,-99,1,-99,1,-99,-99,1,3,0,0,1,2,-99
2024-04-16,15,-99,1,-99,0,-99,3,0,3,-99,0,1,3,-99,1,-99,0,-99,-99,2,1,-99,-99,-99,0,-99,-99,-99,-99,1,-99,0,0,0,1,-99
2024-04-16,16,-99,1,-99,0,-99,1,1,5,-99,0,1,3,-99,1,-99,0,-99,-99,1,0,-99,-99,-99,0,1,1,-99,-99,1,3,0,0,0,1,-99
2024-04-16,17,-99,2,-99,0,-99,1,1,4,-99,0,0,3,-99,1,-99,1,-99,-99,0,0,-99,-99,-99,0,1,1,-99,-99,1,2,0,0,0,1,-99
2024-04-16,18,-99,1,-99,0,-99,2,0,4,-99,0,0,2,-99,1,-99,0,-99,-99,2,1,-99,-99,-99,0,1,1,-99,-99,1,2,0,0,0,1,-99
2024-04-16,19,-99,0,-99,0,-99,1,0,4,-99,0,4,1,-99,1,-99,0,-99,-99,1,1,-99,-99,-99,0,2,-99,-99,-99,1,2,1,0,0,2,-99
2024-04-16,20,-99,1,-99,0,-99,1,0,4,-99,0,1,0,-99,1,-99,1,-99,-99,3,1,-99,-99,-99,2,2,2,-99,-99,1,3,1,0,0,2,-99
2024-04-16,21,-99,4,-99,0,-99,1,0,8,-99,0,1,0,-99,1,-99,0,-99,-99,2,1,-99,-99,-99,1,2,3,-99,-99,2,3,1,0,1,1,-99
2024-04-16,22,-99,1,-99,0,-99,1,0,5,-99,0,1,0,-99,1,-99,0,-99,-99,3,0,-99,-99,-99,-99,2,3,-99,-99,1,4,1,0,2,1,-99
2024-04-16,23,-99,1,-99,0,-99,1,0,3,-99,0,0,0,-99,1,-99,0,-99,-99,2,1,-99,-99,-99,-99,2,1,-99,-99,1,2,0,0,1,1,-99
2024-04-16,24,-99,0,-99,0,-99,1,0,5,-99,0,0,0,-99,1,-99,0,-99,-99,1,1,-99,-99,-99,0,1,0,-99,-99,1,1,1,0,1,1,-99
2024-04-17,1,-99,0,-99,0,-99,1,1,0,-99,0,0,0,-99,1,-99,0,-99,-99,0,0,-99,-99,-99,1,1,1,-99,-99,1,1,1,0,0,1,-99
2024-04-17,2,-99,0,-99,0,-99,3,0,2,-99,0,0,0,-99,1,-99,0,-99,-99,0,1,-99,-99,-99,0,1,3,-99,-99,1,1,1,0,0,1,-99
2024-04-17,3,-99,0,-99,0,-99,5,0,1,-99,0,0,0,-99,1,-99,0,-99,-99,3,25,-99,-99,-99,0,1,2,-99,-99,1,1,1,2,0,2,-99
2024-04-17,4,-99,0,-99,0,-99,2,0,7,-99,0,0,0,-99,1,-99,1,-99,-99,4,8,-99,-99,-99,0,1,3,-99,-99,1,1,1,1,0,2,-99
2024-04-17,5,-99,0,-99,0,-99,59,1,10,-99,0,0,3,-99,1,-99,1,-99,-99,4,1,-99,-99,-99,0,1,4,-99,-99,1,1,8,1,0,2,-99
2024-04-17,6,-99,0,-99,8,-99,132,1,34,-99,4,1,11,-99,2,-99,3,-99,-99,24,5,-99,-99,-99,0,26,28,-99,-99,4,14,16,3,3,41,-99
2024-04-17,7,-99,1,-99,9,-99,130,22,76,-99,50,8,102,-99,14,-99,15,-99,-99,19,61,-99,-99,-99,4,67,60,-99,-99,34,95,73,12,13,19,-99
2024-04-17,8,-99,12,-99,4,-99,98,36,94,-99,4,36,114,-99,50,-99,26,-99,-99,51,24,-99,-99,-99,42,78,121,-99,-99,31,126,65,15,57,20,-99
2024-04-17,9,-99,12,-99,6,-99,61,28,61,-99,4,75,22,-99,35,-99,36,-99,-99,57,21,-99,-99,-99,20,40,41,-99,-99,17,61,28,9,64,15,-99
2024-04-17,10,-99,7,-99,8,-99,12,14,9,-99,2,15,19,-99,14,-99,18,-99,-99,12,7,-99,-99,-99,5,14,13,-99,-99,12,28,9,11,36,7,-99
2024-04-17,11,-99,4,-99,4,-99,3,6,4,-99,3,4,12,-99,8,-99,5,-99,-99,8,6,-99,-99,-99,4,5,4,-99,-99,7,-99,3,5,9,3,-99
2024-04-17,12,-99,3,-99,1,-99,-99,3,2,-99,2,2,4,-99,4,-99,3,-99,-99,3,2,-99,-99,-99,2,2,2,-99,-99,3,-99,-99,2,3,2,-99
2024-04-17,13,-99,1,-99,0,-99,-99,2,1,-99,1,2,3,-99,2,-99,1,-99,-99,2,1,-99,-99,-99,1,1,1,-99,-99,2,-99,0,1,1,1,-99
2024-04-17,14,-99,1,-99,0,-99,-99,1,4,-99,0,2,2,-99,2,-99,0,-99,-99,0,1,-99,-99,-99,0,2,1,-99,-99,1,-99,0,0,0,1,-99
2024-04-17,15,-99,1,-99,0,-99,-99,0,4,-99,0,2,2,-99,1,-99,0,-99,-99,0,0,-99,-99,-99,0,2,0,-99,-99,1,-99,0,0,0,1,-99
2024-04-17,16,-99,1,-99,0,-99,-99,1,5,-99,1,0,1,-99,2,-99,0,-99,-99,3,1,-99,-99,-99,1,1,1,-99,-99,1,-99,0,0,1,1,-99
2024-04-17,17,-99,1,-99,0,-99,-99,0,5,-99,0,0,0,-99,1,-99,0,-99,-99,1,0,-99,-99,-99,1,1,1,-99,-99,1,-99,1,0,1,1,-99
2024-04-17,18,-99,2,-99,0,-99,-99,0,-99,-99,0,2,1,-99,1,-99,0,-99,-99,0,1,-99,-99,-99,0,0,1,-99,-99,1,-99,0,0,0,1,-99
2024-04-17,19,-99,1,-99,1,-99,-99,0,11,-99,1,3,2,-99,1,-99,1,-99,-99,1,0,-99,-99,-99,0,2,2,-99,-99,1,-99,0,0,0,2,-99
2024-04-17,20,-99,1,-99,0,-99,-99,0,7,-99,0,4,0,-99,1,-99,0,-99,-99,1,0,-99,-99,-99,1,3,3,-99,-99,1,-99,1,0,0,2,-99
2024-04-17,21,-99,1,-99,0,-99,-99,1,9,-99,0,3,0,-99,1,-99,0,-99,-99,4,0,-99,-99,-99,1,4,4,-99,-99,2,-99,1,0,0,1,-99
2024-04-17,22,-99,1,-99,0,-99,-99,0,8,-99,1,2,0,-99,1,-99,1,-99,-99,3,1,-99,-99,-99,1,5,2,-99,-99,1,-99,1,0,2,1,-99
2024-04-17,23,-99,1,-99,0,-99,-99,0,6,-99,0,1,0,-99,1,-99,1,-99,-99,2,1,-99,-99,-99,1,2,1,-99,-99,1,-99,1,0,1,1,-99
2024-04-17,24,-99,0,-99,0,-99,-99,0,1,-99,0,1,0,-99,1,-99,0,-99,-99,1,1,-99,-99,-99,1,1,1,-99,-99,1,-99,1,0,1,1,-99
2024-04-18,1,-99,0,-99,0,-99,-99,1,3,-99,0,0,2,-99,1,-99,0,-99,-99,1,2,-99,-99,-99,1,-99,1,-99,-99,1,-99,1,0,0,2,-99
2024-04-18,2,-99,0,-99,0,-99,-99,1,6,-99,0,0,2,-99,1,-99,0,-99,-99,2,1,-99,-99,-99,0,1,2,-99,-99,1,-99,1,1,0,2,-99
2024-04-18,3,-99,0,-99,0,-99,-99,0,-99,-99,0,0,1,-99,1,-99,0,-99,-99,3,1,-99,-99,-99,0,1,3,-99,-99,1,-99,1,1,0,6,-99
2024-04-18,4,-99,0,-99,0,-99,-99,1,4,-99,0,0,2,-99,1,-99,1,-99,-99,1,17,-99,-99,-99,-99,1,2,-99,-99,1,-99,2,1,0,6,-99
2024-04-18,5,-99,0,-99,0,-99,-99,1,8,-99,0,0,3,-99,1,-99,1,-99,-99,8,40,-99,-99,-99,1,2,8,-99,-99,3,-99,11,15,0,6,-99
2024-04-18,6,-99,0,-99,1,-99,-99,1,8,-99,0,0,12,-99,7,-99,7,-99,-99,23,45,-99,-99,-99,1,17,105,-99,-99,19,-99,10,9,3,15,-99
2024-04-18,7,-99,1,-99,3,-99,-99,15,7,-99,3,3,86,-99,33,-99,31,-99,-99,60,26,-99,-99,-99,5,50,93,-99,-99,18,-99,61,32,27,18,-99
2024-04-18,8,-99,6,-99,11,-99,-99,42,48,-99,12,37,112,-99,71,-99,61,-99,-99,112,30,-99,-99,-99,32,50,98,-99,-99,51,-99,33,45,44,22,-99
2024-04-18,9,-99,20,-99,9,-99,-99,31,21,-99,4,34,44,-99,44,-99,39,-99,-99,51,26,-99,-99,-99,9,9,38,-99,-99,24,-99,23,22,22,16,-99
2024-04-18,10,-99,12,-99,5,-99,-99,20,10,-99,3,21,19,-99,22,-99,14,-99,-99,15,12,-99,-99,-99,-99,5,7,-99,-99,12,-99,14,11,6,8,-99
2024-04-18,11,-99,8,-99,4,-99,-99,7,4,-99,6,5,14,-99,6,-99,2,-99,-99,6,9,-99,-99,-99,5,3,3,-99,-99,4,-99,3,3,3,4,-99
2024-04-18,12,-99,3,-99,1,-99,-99,3,1,-99,4,2,7,-99,3,-99,1,-99,-99,2,3,-99,-99,-99,2,1,2,-99,-99,2,-99,1,1,1,3,-99
2024-04-18,13,-99,1,-99,0,-99,-99,1,2,-99,1,-99,3,-99,3,-99,1,-99,-99,1,2,-99,-99,-99,1,2,1,-99,-99,1,-99,1,0,1,2,-99
2024-04-18,14,-99,1,-99,0,-99,-99,1,2,-99,0,-99,3,-99,2,-99,0,-99,-99,1,2,-99,-99,-99,0,2,0,-99,-99,1,-99,0,0,0,3,-99
2024-04-18,15,-99,1,-99,0,-99,-99,0,5,-99,0,-99,4,-99,2,-99,0,-99,-99,3,2,-99,-99,-99,0,1,1,-99,-99,1,-99,0,0,1,2,-99
2024-04-18,16,-99,3,-99,0,-99,-99,0,3,-99,0,-99,3,-99,2,-99,0,-99,-99,3,1,-99,-99,-99,2,3,0,-99,-99,1,-99,0,0,1,1,-99
2024-04-18,17,-99,1,-99,0,-99,0,1,2,-99,0,-99,0,-99,4,-99,1,-99,-99,5,1,-99,-99,-99,1,2,2,-99,-99,1,-99,0,0,0,3,-99
2024-04-18,18,-99,1,-99,0,-99,2,1,3,-99,0,-99,2,-99,4,-99,2,-99,-99,3,1,-99,-99,-99,1,2,2,-99,-99,1,-99,0,0,1,4,-99
2024-04-18,19,-99,2,-99,0,-99,3,1,3,-99,0,-99,2,-99,1,-99,2,-99,-99,0,2,-99,-99,-99,1,1,2,-99,-99,1,-99,2,0,1,4,-99
2024-04-18,20,-99,0,-99,0,-99,3,0,4,-99,0,-99,18,-99,2,-99,1,-99,-99,5,2,-99,-99,-99,1,3,1,-99,-99,2,-99,0,0,1,1,-99
2024-04-18,21,-99,0,-99,1,-99,14,1,27,-99,7,-99,15,-99,1,-99,4,-99,-99,3,7,-99,-99,-99,2,3,2,-99,-99,3,-99,1,8,4,1,-99
2024-04-18,22,-99,1,-99,0,-99,2,1,52,-99,19,-99,1,-99,1,-99,3,-99,-99,2,8,-99,-99,-99,2,3,2,-99,-99,2,-99,1,7,0,1,-99
2024-04-18,23,-99,1,-99,0,-99,1,1,13,-99,0,-99,0,-99,1,-99,1,-99,-99,2,2,-99,-99,-99,3,2,2,-99,-99,2,-99,2,0,1,1,-99
2024-04-18,24,-99,1,-99,0,-99,0,1,14,-99,0,-99,0,-99,1,-99,0,-99,-99,1,1,-99,-99,-99,2,1,2,-99,-99,1,-99,7,1,2,1,-99
